treebank_id,n_sentences,delta_word,rel_word,relmed_word,tie_word,delta_head,rel_head,relmed_head,tie_head,distinct_word,distinct_head
en_ewt,11108,-0.5924558876485416,0.23924950810363282,0.17145609688962288,0.012873604609290601,-0.5398811667266835,0.4106844357641382,0.37499999999999994,0.10866042491897732,184,55
ja_gsd,6997,-0.9528369301129055,0.4192743343827355,0.35393258426966295,0.004573388595112191,-0.9276832928397885,0.6412499798590826,0.6428571428571428,0.028297841932256682,194,50
tr_imst,3212,-0.6892901618929016,0.1863341027097356,0.1981132075471698,0.015566625155666251,-0.40348692403486924,0.29094081191573584,0.37500000000000006,0.19240348692403486,125,50
